clip	duration[ms]
common_voice_pl_40176608.mp3	3672
common_voice_pl_39604718.mp3	3816
common_voice_pl_39606053.mp3	3996
common_voice_pl_39878396.mp3	3456
common_voice_pl_40024256.mp3	2016
common_voice_pl_39920697.mp3	5004
common_voice_pl_39593149.mp3	3780
common_voice_pl_39597731.mp3	7560
common_voice_pl_39878418.mp3	4176
common_voice_pl_40006994.mp3	7488
common_voice_pl_39592901.mp3	4788
common_voice_pl_39702832.mp3	2844
common_voice_pl_39618638.mp3	8244
common_voice_pl_39793166.mp3	5508
common_voice_pl_39748182.mp3	3456
common_voice_pl_39638674.mp3	7704
common_voice_pl_39618714.mp3	4644
common_voice_pl_39604723.mp3	6804
common_voice_pl_39920698.mp3	5508
common_voice_pl_39596164.mp3	6120
common_voice_pl_40006756.mp3	6660
common_voice_pl_39593204.mp3	3240
common_voice_pl_39606000.mp3	4860
common_voice_pl_39715040.mp3	5868
common_voice_pl_40116440.mp3	2556
common_voice_pl_39653757.mp3	5076
common_voice_pl_39595959.mp3	5076
common_voice_pl_39606958.mp3	4968
common_voice_pl_39748164.mp3	3240
common_voice_pl_40007013.mp3	2808
common_voice_pl_39618880.mp3	6840
common_voice_pl_40176665.mp3	3528
common_voice_pl_39606017.mp3	4392
common_voice_pl_39592498.mp3	2988
common_voice_pl_39715023.mp3	6660
common_voice_pl_39596322.mp3	5436
common_voice_pl_39705206.mp3	4428
common_voice_pl_39944654.mp3	4464
common_voice_pl_39748190.mp3	3996
common_voice_pl_39878419.mp3	5796
common_voice_pl_39961115.mp3	6624
common_voice_pl_39992162.mp3	5292
common_voice_pl_39920696.mp3	5076
common_voice_pl_39697318.mp3	6516
common_voice_pl_39705191.mp3	7560
common_voice_pl_39666879.mp3	5472
common_voice_pl_40006989.mp3	4320
common_voice_pl_39606929.mp3	7164
common_voice_pl_39606956.mp3	6768
common_voice_pl_39595956.mp3	9180
common_voice_pl_40006835.mp3	2808
common_voice_pl_39592899.mp3	6300
common_voice_pl_39716215.mp3	7416
common_voice_pl_39793199.mp3	3888
common_voice_pl_39793171.mp3	5796
common_voice_pl_39793486.mp3	7452
common_voice_pl_39719630.mp3	4752
common_voice_pl_39793145.mp3	5508
common_voice_pl_40024264.mp3	1908
common_voice_pl_39705216.mp3	3312
common_voice_pl_39618808.mp3	4428
common_voice_pl_39653785.mp3	4860
common_voice_pl_39702778.mp3	2664
common_voice_pl_39697295.mp3	3888
common_voice_pl_39793063.mp3	4500
common_voice_pl_40176684.mp3	5580
common_voice_pl_39697311.mp3	6948
common_voice_pl_40007007.mp3	3528
common_voice_pl_39793491.mp3	4932
common_voice_pl_39599721.mp3	10116
common_voice_pl_39702845.mp3	4932
common_voice_pl_39618701.mp3	10044
common_voice_pl_39590773.mp3	5472
common_voice_pl_39618677.mp3	6588
common_voice_pl_39666875.mp3	5040
common_voice_pl_39793490.mp3	6120
common_voice_pl_39719624.mp3	4644
common_voice_pl_39653732.mp3	6156
common_voice_pl_39683890.mp3	3132
common_voice_pl_39697312.mp3	4536
common_voice_pl_40039100.mp3	6228
common_voice_pl_39999099.mp3	6192
common_voice_pl_39618633.mp3	7956
common_voice_pl_39606644.mp3	6948
common_voice_pl_40007014.mp3	3168
common_voice_pl_40006979.mp3	7776
common_voice_pl_40176688.mp3	6228
common_voice_pl_39623495.mp3	7704
common_voice_pl_39748172.mp3	3276
common_voice_pl_40088770.mp3	4500
common_voice_pl_40024298.mp3	2844
common_voice_pl_39880037.mp3	5076
common_voice_pl_39719631.mp3	3240
common_voice_pl_40006961.mp3	7200
common_voice_pl_40007761.mp3	7236
common_voice_pl_39606965.mp3	6552
common_voice_pl_39666869.mp3	2916
common_voice_pl_40006960.mp3	5220
common_voice_pl_39944655.mp3	1476
common_voice_pl_39715013.mp3	6048
common_voice_pl_40176624.mp3	5400
common_voice_pl_39878422.mp3	3708
common_voice_pl_39817389.mp3	3636
common_voice_pl_39748161.mp3	7308
common_voice_pl_39606950.mp3	7560
common_voice_pl_39593147.mp3	4068
common_voice_pl_39705217.mp3	6516
common_voice_pl_40134500.mp3	8100
common_voice_pl_40006799.mp3	2196
common_voice_pl_39606022.mp3	4284
common_voice_pl_40083940.mp3	6444
common_voice_pl_39702844.mp3	2916
common_voice_pl_39878394.mp3	5760
common_voice_pl_39666881.mp3	7884
common_voice_pl_40088769.mp3	4356
common_voice_pl_39697294.mp3	4788
common_voice_pl_39992161.mp3	6804
common_voice_pl_39793185.mp3	5508
common_voice_pl_39716212.mp3	7380
common_voice_pl_39936830.mp3	4896
common_voice_pl_40088772.mp3	7776
common_voice_pl_40056908.mp3	4752
common_voice_pl_39817431.mp3	6156
common_voice_pl_39702847.mp3	2664
common_voice_pl_39618570.mp3	9684
common_voice_pl_39936827.mp3	2196
common_voice_pl_39715025.mp3	8388
common_voice_pl_39683884.mp3	4320
common_voice_pl_40176641.mp3	7452
common_voice_pl_39592903.mp3	5400
common_voice_pl_40041932.mp3	4680
common_voice_pl_40142887.mp3	7848
common_voice_pl_39817386.mp3	7920
common_voice_pl_39618617.mp3	6156
common_voice_pl_40007536.mp3	2808
common_voice_pl_39592155.mp3	6048
common_voice_pl_39683889.mp3	5796
common_voice_pl_39590772.mp3	3312
common_voice_pl_39793214.mp3	4860
common_voice_pl_39701950.mp3	4140
common_voice_pl_39606955.mp3	5544
common_voice_pl_39606967.mp3	3348
common_voice_pl_39653722.mp3	3132
common_voice_pl_39618605.mp3	9936
common_voice_pl_39618756.mp3	7668
common_voice_pl_39792958.mp3	7236
common_voice_pl_39606645.mp3	8208
common_voice_pl_39793493.mp3	5184
common_voice_pl_40006984.mp3	3168
common_voice_pl_39702773.mp3	6156
common_voice_pl_39792960.mp3	3888
common_voice_pl_40006974.mp3	7848
common_voice_pl_39604711.mp3	4176
common_voice_pl_39593150.mp3	6300
common_voice_pl_40134501.mp3	7956
common_voice_pl_39715015.mp3	4320
common_voice_pl_39817428.mp3	7848
common_voice_pl_39697291.mp3	5400
common_voice_pl_39592900.mp3	6948
common_voice_pl_39606910.mp3	7056
common_voice_pl_39793484.mp3	4320
common_voice_pl_39664705.mp3	4716
common_voice_pl_39604741.mp3	6444
common_voice_pl_39606966.mp3	7776
common_voice_pl_39596041.mp3	5940
common_voice_pl_39618614.mp3	3600
common_voice_pl_39592919.mp3	3672
common_voice_pl_39604735.mp3	4284
common_voice_pl_39936828.mp3	4356
common_voice_pl_39653724.mp3	3384
common_voice_pl_39705209.mp3	4212
common_voice_pl_39748150.mp3	7560
common_voice_pl_39618654.mp3	5256
common_voice_pl_39666878.mp3	9324
common_voice_pl_39992148.mp3	5184
common_voice_pl_39878417.mp3	5148
common_voice_pl_39596162.mp3	4788
common_voice_pl_39936826.mp3	3276
common_voice_pl_39817390.mp3	5148
common_voice_pl_40088775.mp3	4320
common_voice_pl_39715016.mp3	4608
common_voice_pl_39793067.mp3	3240
common_voice_pl_39653723.mp3	4500
common_voice_pl_39701952.mp3	3132
common_voice_pl_39618657.mp3	5400
common_voice_pl_40006793.mp3	2700
common_voice_pl_39606949.mp3	5148
common_voice_pl_39597914.mp3	8496
common_voice_pl_39596165.mp3	3708
common_voice_pl_39618560.mp3	8712
common_voice_pl_39793157.mp3	6768
common_voice_pl_39716195.mp3	9180
common_voice_pl_39606647.mp3	5904
common_voice_pl_40056906.mp3	7164
common_voice_pl_39715036.mp3	6660
common_voice_pl_39590836.mp3	5760
common_voice_pl_39793215.mp3	6516
common_voice_pl_39792962.mp3	5760
common_voice_pl_39697314.mp3	5400
common_voice_pl_40116409.mp3	3780
common_voice_pl_39593201.mp3	4572
common_voice_pl_39602123.mp3	5832
common_voice_pl_39705218.mp3	6156
common_voice_pl_39592154.mp3	5904
common_voice_pl_39618827.mp3	5148
common_voice_pl_39793013.mp3	4608
common_voice_pl_40088781.mp3	7740
common_voice_pl_39702820.mp3	3996
common_voice_pl_39596324.mp3	6588
common_voice_pl_39606927.mp3	7200
common_voice_pl_39604725.mp3	6012
common_voice_pl_39606036.mp3	3312
common_voice_pl_39697303.mp3	5004
common_voice_pl_39702752.mp3	3096
common_voice_pl_39606913.mp3	5724
common_voice_pl_40178927.mp3	7488
common_voice_pl_39618558.mp3	5724
common_voice_pl_39618703.mp3	6948
common_voice_pl_39623381.mp3	8244
common_voice_pl_39590861.mp3	3060
common_voice_pl_40024277.mp3	3924
common_voice_pl_39596387.mp3	5508
common_voice_pl_39653816.mp3	7056
common_voice_pl_39936829.mp3	4680
common_voice_pl_40007011.mp3	3528
common_voice_pl_39980760.mp3	2592
common_voice_pl_39925532.mp3	10476
common_voice_pl_39683903.mp3	4644
common_voice_pl_39925538.mp3	5616
common_voice_pl_40176680.mp3	6876
common_voice_pl_39992163.mp3	2736
common_voice_pl_39638671.mp3	3564
common_voice_pl_39992159.mp3	5328
common_voice_pl_39705208.mp3	8388
common_voice_pl_40007002.mp3	7416
common_voice_pl_40116438.mp3	5796
common_voice_pl_39592151.mp3	3492
common_voice_pl_39925542.mp3	3888
common_voice_pl_39592153.mp3	5364
common_voice_pl_39925541.mp3	6876
common_voice_pl_40039101.mp3	3096
common_voice_pl_39618690.mp3	7740
common_voice_pl_39792961.mp3	2916
common_voice_pl_39606055.mp3	7884
common_voice_pl_39606018.mp3	4752
common_voice_pl_40088774.mp3	6948
common_voice_pl_39664702.mp3	5940
common_voice_pl_39925537.mp3	7416
common_voice_pl_40176686.mp3	6552
common_voice_pl_39793087.mp3	5940
common_voice_pl_40024295.mp3	5112
common_voice_pl_39593148.mp3	7920
common_voice_pl_40024289.mp3	5580
common_voice_pl_39618778.mp3	8676
common_voice_pl_39683886.mp3	4140
common_voice_pl_39702764.mp3	5328
common_voice_pl_39618615.mp3	8964
common_voice_pl_39880040.mp3	4068
common_voice_pl_40006973.mp3	7200
common_voice_pl_40006748.mp3	6336
common_voice_pl_39666884.mp3	7380
common_voice_pl_40006812.mp3	6336
common_voice_pl_40083926.mp3	6048
common_voice_pl_39605998.mp3	6444
common_voice_pl_40006985.mp3	5328
common_voice_pl_39596395.mp3	2736
common_voice_pl_39593177.mp3	6012
common_voice_pl_39666866.mp3	7344
common_voice_pl_39748183.mp3	3888
common_voice_pl_39590748.mp3	5796
common_voice_pl_39653731.mp3	6588
common_voice_pl_39596394.mp3	6048
common_voice_pl_39793194.mp3	5256
common_voice_pl_39900308.mp3	2916
common_voice_pl_39793153.mp3	3096
common_voice_pl_39618830.mp3	7740
common_voice_pl_39618609.mp3	6336
common_voice_pl_40083936.mp3	3096
common_voice_pl_40176667.mp3	4788
common_voice_pl_40007012.mp3	4320
common_voice_pl_40007538.mp3	6480
common_voice_pl_40006757.mp3	3888
common_voice_pl_39719634.mp3	5616
common_voice_pl_39999100.mp3	5616
common_voice_pl_39604734.mp3	6552
common_voice_pl_39653784.mp3	6228
common_voice_pl_40006904.mp3	5220
common_voice_pl_39590865.mp3	6192
common_voice_pl_39618616.mp3	6444
common_voice_pl_39618870.mp3	4068
common_voice_pl_40142884.mp3	4788
common_voice_pl_39602164.mp3	6264
common_voice_pl_39793161.mp3	4320
common_voice_pl_39708142.mp3	1908
common_voice_pl_39897627.mp3	6948
common_voice_pl_40088777.mp3	4896
common_voice_pl_39593152.mp3	2304
common_voice_pl_39623384.mp3	3708
common_voice_pl_39793169.mp3	2880
common_voice_pl_40083929.mp3	4212
common_voice_pl_39992149.mp3	4104
common_voice_pl_39715027.mp3	5220
common_voice_pl_39705219.mp3	5328
common_voice_pl_40116441.mp3	4068
common_voice_pl_39897621.mp3	8352
common_voice_pl_39793186.mp3	3960
common_voice_pl_39793162.mp3	2016
common_voice_pl_40006902.mp3	5508
common_voice_pl_39653725.mp3	4752
common_voice_pl_39702776.mp3	5940
common_voice_pl_39683885.mp3	6732
common_voice_pl_39702761.mp3	5940
common_voice_pl_39715014.mp3	5076
common_voice_pl_39748152.mp3	6300
common_voice_pl_40006749.mp3	7596
common_voice_pl_39793083.mp3	2988
common_voice_pl_39793156.mp3	4248
common_voice_pl_39597724.mp3	5760
common_voice_pl_39596038.mp3	3960
common_voice_pl_39618776.mp3	6300
common_voice_pl_40006987.mp3	7848
common_voice_pl_39602168.mp3	3492
common_voice_pl_40176687.mp3	5256
common_voice_pl_39697319.mp3	3780
common_voice_pl_40176682.mp3	9000
common_voice_pl_39992160.mp3	3420
common_voice_pl_39961124.mp3	7020
common_voice_pl_40007108.mp3	3096
common_voice_pl_40176663.mp3	3672
common_voice_pl_39618607.mp3	7956
common_voice_pl_39596325.mp3	5940
common_voice_pl_39925534.mp3	9720
common_voice_pl_39618725.mp3	6876
common_voice_pl_39925536.mp3	5796
common_voice_pl_40178903.mp3	5220
common_voice_pl_39653815.mp3	7776
common_voice_pl_40007017.mp3	5256
common_voice_pl_39606037.mp3	3456
common_voice_pl_39702754.mp3	5544
common_voice_pl_40176671.mp3	4212
common_voice_pl_39980764.mp3	4176
common_voice_pl_39980761.mp3	4752
common_voice_pl_40006837.mp3	4176
common_voice_pl_39599722.mp3	5076
common_voice_pl_40178901.mp3	2628
common_voice_pl_40176692.mp3	8856
common_voice_pl_39592190.mp3	4572
common_voice_pl_39618867.mp3	9360
common_voice_pl_40007763.mp3	4068
common_voice_pl_39604712.mp3	3960
common_voice_pl_39590749.mp3	9288
common_voice_pl_40006995.mp3	4356
common_voice_pl_39697313.mp3	5436
common_voice_pl_40088773.mp3	6840
common_voice_pl_39618877.mp3	7632
common_voice_pl_40176635.mp3	8172
common_voice_pl_39747802.mp3	8568
common_voice_pl_39653817.mp3	5004
common_voice_pl_39817430.mp3	7740
common_voice_pl_40176637.mp3	5688
common_voice_pl_40006921.mp3	2808
common_voice_pl_40143844.mp3	7596
common_voice_pl_39697302.mp3	3564
common_voice_pl_39653758.mp3	6120
common_voice_pl_40176670.mp3	5112
common_voice_pl_40007006.mp3	3456
common_voice_pl_39618855.mp3	7704
common_voice_pl_39793225.mp3	5976
common_voice_pl_39878414.mp3	6156
common_voice_pl_39618712.mp3	5724
common_voice_pl_39702827.mp3	3924
common_voice_pl_40024296.mp3	3312
common_voice_pl_39715024.mp3	7200
common_voice_pl_39618559.mp3	7056
common_voice_pl_39748162.mp3	6408
common_voice_pl_39719627.mp3	5400
common_voice_pl_40083939.mp3	4932
common_voice_pl_39590774.mp3	3744
common_voice_pl_39748171.mp3	4500
common_voice_pl_39638673.mp3	5688
common_voice_pl_40006814.mp3	4788
common_voice_pl_39606038.mp3	6876
common_voice_pl_39618828.mp3	6840
common_voice_pl_39961117.mp3	6300
common_voice_pl_39980765.mp3	6228
common_voice_pl_40007535.mp3	4536
common_voice_pl_39817397.mp3	5040
common_voice_pl_40143848.mp3	5256
common_voice_pl_39606953.mp3	5112
common_voice_pl_40056909.mp3	3348
common_voice_pl_39992154.mp3	2592
common_voice_pl_39604739.mp3	5220
common_voice_pl_39592188.mp3	5976
common_voice_pl_39606909.mp3	5184
common_voice_pl_39590863.mp3	4788
common_voice_pl_39793196.mp3	7128
common_voice_pl_39793154.mp3	4716
common_voice_pl_40006997.mp3	3240
common_voice_pl_39590835.mp3	4176
common_voice_pl_39592921.mp3	6840
common_voice_pl_39925530.mp3	3960
common_voice_pl_39600192.mp3	5832
common_voice_pl_39604722.mp3	6732
common_voice_pl_39708143.mp3	1800
common_voice_pl_39719628.mp3	2484
common_voice_pl_39653714.mp3	4896
common_voice_pl_39618753.mp3	7380
common_voice_pl_40134498.mp3	9324
common_voice_pl_39600191.mp3	5940
common_voice_pl_40006958.mp3	3096
common_voice_pl_39618878.mp3	4356
common_voice_pl_39838749.mp3	10116
common_voice_pl_39618777.mp3	7920
common_voice_pl_39618680.mp3	4176
common_voice_pl_39944653.mp3	2736
common_voice_pl_39618608.mp3	9648
common_voice_pl_39618865.mp3	6336
common_voice_pl_39993309.mp3	5544
common_voice_pl_39702750.mp3	4644
common_voice_pl_40178902.mp3	6660
common_voice_pl_39925539.mp3	4248
common_voice_pl_39697316.mp3	3888
common_voice_pl_40007537.mp3	2124
common_voice_pl_39606943.mp3	7020
common_voice_pl_39618606.mp3	7056
common_voice_pl_39590776.mp3	6372
common_voice_pl_39992144.mp3	6732
common_voice_pl_39716192.mp3	8388
common_voice_pl_40176611.mp3	6984
common_voice_pl_39697304.mp3	6192
common_voice_pl_39716211.mp3	7596
common_voice_pl_39683905.mp3	4500
common_voice_pl_39702756.mp3	2664
common_voice_pl_39596166.mp3	5040
common_voice_pl_39606648.mp3	3600
common_voice_pl_40006999.mp3	3600
common_voice_pl_40007003.mp3	5688
common_voice_pl_40026484.mp3	8136
common_voice_pl_40039099.mp3	5256
common_voice_pl_39961116.mp3	5724
common_voice_pl_39618702.mp3	6408
common_voice_pl_39618586.mp3	7668
common_voice_pl_39618715.mp3	4968
common_voice_pl_40142883.mp3	5580
common_voice_pl_39618779.mp3	4824
common_voice_pl_39992165.mp3	6156
common_voice_pl_39606040.mp3	3420
common_voice_pl_39597913.mp3	4500
common_voice_pl_39793062.mp3	2556
common_voice_pl_39596392.mp3	5760
common_voice_pl_39618518.mp3	6624
common_voice_pl_39705205.mp3	2988
common_voice_pl_39606928.mp3	3672
common_voice_pl_39590860.mp3	3996
common_voice_pl_39925533.mp3	4068
common_voice_pl_39702751.mp3	2628
common_voice_pl_39817399.mp3	6228
common_voice_pl_39793222.mp3	3240
common_voice_pl_40006802.mp3	2736
common_voice_pl_39992156.mp3	5112
common_voice_pl_39606951.mp3	5472
common_voice_pl_39618879.mp3	5148
common_voice_pl_39719621.mp3	4752
common_voice_pl_39708141.mp3	5436
common_voice_pl_39793146.mp3	3456
common_voice_pl_39618562.mp3	8712
common_voice_pl_39623385.mp3	7236
common_voice_pl_40026485.mp3	6300
common_voice_pl_40006977.mp3	4500
common_voice_pl_39604728.mp3	5076
common_voice_pl_40090329.mp3	7956
common_voice_pl_40176633.mp3	8064
common_voice_pl_40006903.mp3	2196
common_voice_pl_40178900.mp3	7020
common_voice_pl_39980778.mp3	6804
common_voice_pl_40026486.mp3	5868
common_voice_pl_39716214.mp3	2736
common_voice_pl_39715038.mp3	9540
common_voice_pl_40007004.mp3	3060
common_voice_pl_39719637.mp3	7596
common_voice_pl_39592187.mp3	3420
common_voice_pl_39793066.mp3	2880
common_voice_pl_40176666.mp3	3024
common_voice_pl_39618804.mp3	8568
common_voice_pl_39683894.mp3	4248
common_voice_pl_40176626.mp3	6444
common_voice_pl_39793172.mp3	5220
common_voice_pl_39653711.mp3	7524
common_voice_pl_39618806.mp3	8424
common_voice_pl_39793016.mp3	2808
common_voice_pl_39961122.mp3	5508
common_voice_pl_39880038.mp3	7920
common_voice_pl_39900304.mp3	3168
common_voice_pl_39593174.mp3	8100
common_voice_pl_39666867.mp3	5148
common_voice_pl_39793487.mp3	4500
common_voice_pl_39592501.mp3	8640
common_voice_pl_39702760.mp3	7992
common_voice_pl_39653759.mp3	4356
common_voice_pl_39592918.mp3	6912
common_voice_pl_39719622.mp3	3060
common_voice_pl_40176644.mp3	5256
common_voice_pl_39592920.mp3	3816
common_voice_pl_40006923.mp3	5256
common_voice_pl_40116439.mp3	4608
common_voice_pl_39715039.mp3	4716
common_voice_pl_39683891.mp3	6876
common_voice_pl_39701951.mp3	3816
common_voice_pl_39590751.mp3	3996
common_voice_pl_39992146.mp3	2232
common_voice_pl_39666870.mp3	5904
common_voice_pl_39653709.mp3	6084
common_voice_pl_40090330.mp3	5760
common_voice_pl_39878395.mp3	4536
common_voice_pl_40176619.mp3	7776
common_voice_pl_40088779.mp3	8820
common_voice_pl_39992150.mp3	8496
common_voice_pl_39623382.mp3	5292
common_voice_pl_40006983.mp3	6516
common_voice_pl_39618754.mp3	7020
common_voice_pl_39701949.mp3	6876
common_voice_pl_39604716.mp3	4680
common_voice_pl_39838765.mp3	3096
common_voice_pl_40006988.mp3	2700
common_voice_pl_39623485.mp3	3204
common_voice_pl_40006759.mp3	3456
common_voice_pl_39747810.mp3	6300
common_voice_pl_40134502.mp3	6228
common_voice_pl_39618520.mp3	6948
common_voice_pl_40007008.mp3	8208
common_voice_pl_39838767.mp3	6084
common_voice_pl_39793138.mp3	2808
common_voice_pl_39600188.mp3	3024
common_voice_pl_39715034.mp3	3060
common_voice_pl_40007009.mp3	5508
common_voice_pl_40006794.mp3	9360
common_voice_pl_39897622.mp3	8640
common_voice_pl_39748196.mp3	3780
common_voice_pl_39597916.mp3	9036
common_voice_pl_40007539.mp3	6084
common_voice_pl_39592497.mp3	8316
common_voice_pl_39793489.mp3	4356
common_voice_pl_39618637.mp3	7848
common_voice_pl_39748153.mp3	4608
common_voice_pl_39600189.mp3	5544
common_voice_pl_39683892.mp3	4284
common_voice_pl_39606912.mp3	6516
common_voice_pl_39793163.mp3	3420
common_voice_pl_39944662.mp3	4788
common_voice_pl_39618716.mp3	6660
common_voice_pl_39715017.mp3	5148
common_voice_pl_39604715.mp3	4788
common_voice_pl_39606039.mp3	7344
common_voice_pl_39596039.mp3	3096
common_voice_pl_40006790.mp3	4248
common_voice_pl_39748174.mp3	3420
common_voice_pl_39838763.mp3	6732
common_voice_pl_39590839.mp3	6192
common_voice_pl_39817429.mp3	6516
common_voice_pl_39590837.mp3	3492
common_voice_pl_40007762.mp3	6624
common_voice_pl_39606946.mp3	4032
common_voice_pl_40006993.mp3	3456
common_voice_pl_39702763.mp3	4896
common_voice_pl_39653713.mp3	3024
common_voice_pl_39817432.mp3	4680
common_voice_pl_40006811.mp3	5616
common_voice_pl_39596390.mp3	4968
common_voice_pl_39716191.mp3	4140
common_voice_pl_39793212.mp3	2880
common_voice_pl_39618516.mp3	5004
common_voice_pl_40006838.mp3	2880
common_voice_pl_40176622.mp3	5436
common_voice_pl_40176612.mp3	4860
common_voice_pl_40088782.mp3	3600
common_voice_pl_39593178.mp3	5652
common_voice_pl_40178926.mp3	3456
common_voice_pl_39793143.mp3	4716
common_voice_pl_39590838.mp3	2340
common_voice_pl_39697320.mp3	3888
common_voice_pl_39593097.mp3	5688
common_voice_pl_39606020.mp3	5580
common_voice_pl_39748170.mp3	4536
common_voice_pl_39618655.mp3	8820
common_voice_pl_39618752.mp3	7488
common_voice_pl_39592500.mp3	5364
common_voice_pl_39793015.mp3	5220
common_voice_pl_39683896.mp3	6912
common_voice_pl_39748163.mp3	3960
common_voice_pl_39961120.mp3	2412
common_voice_pl_39925529.mp3	3276
common_voice_pl_39618636.mp3	8604
common_voice_pl_39793035.mp3	4176
common_voice_pl_39748173.mp3	3348
common_voice_pl_39897625.mp3	4608
common_voice_pl_39618829.mp3	6156
common_voice_pl_39747805.mp3	7020
common_voice_pl_39592922.mp3	5940
common_voice_pl_39618713.mp3	7596
common_voice_pl_39748181.mp3	5508
common_voice_pl_39602126.mp3	6444
common_voice_pl_39664703.mp3	4680
common_voice_pl_39606971.mp3	4248
common_voice_pl_39793164.mp3	3960
common_voice_pl_39925535.mp3	6048
common_voice_pl_39653760.mp3	7488
common_voice_pl_40088771.mp3	7740
common_voice_pl_39719625.mp3	5220
common_voice_pl_39618618.mp3	5400
common_voice_pl_39878421.mp3	4428
common_voice_pl_39961118.mp3	9324
common_voice_pl_39597727.mp3	3528
common_voice_pl_39618853.mp3	7128
common_voice_pl_40007005.mp3	5580
common_voice_pl_39992145.mp3	8460
common_voice_pl_39716213.mp3	2160
common_voice_pl_39597729.mp3	6408
common_voice_pl_40176678.mp3	2880
common_voice_pl_39618681.mp3	8100
